Date,Stake,Ward/Branch,# of Adult Volunteers,# of Youth Volunteers,Donation Bags Collected,Time to Complete (min),Routes Completed,Doors in Route,Time Spent,Bags/Door,Bags/Route,Total Volunteers,Neighbourhood,ID
2023-09-23 11:01:52,Bonnie Doon Stake,Londonderry Ward,2,0,30,45,2,195,60,0.1538461538461538,15.0,2,Londonderry,37
2023-09-23 11:35:15,Bonnie Doon Stake,Londonderry Ward,1,3,7,30,1,7,30,1.0,7.0,4,Londonderry,38
2023-09-23 11:03:27,Gateway Stake,Silver Berry Ward,5,0,29,30,1,19,30,1.5263157894736843,29.0,5,Silver Berry,39
2023-09-23 11:06:48,Gateway Stake,Crawford Plains Ward,2,0,15,25,1,116,25,0.1293103448275862,15.0,2,Crawford Plains,40
2023-09-23 11:11:39,Gateway Stake,Crawford Plains Ward,1,0,20,20,1,100,20,0.2,20.0,1,Crawford Plains,41
2023-09-23 11:03:15,Bonnie Doon Stake,Coronation Park Ward,2,0,20,60,1,96,60,0.2083333333333333,20.0,2,Coronation Park,42
2023-09-23 10:59:19,Bonnie Doon Stake,Connors Hill Ward,3,5,10,60,1,184,60,0.0543478260869565,10.0,8,Connors Hill,43
2023-09-23 11:06:35,Bonnie Doon Stake,Connors Hill Ward,2,3,40,180,2,375,60,0.1066666666666666,20.0,5,Connors Hill,44
2023-09-23 11:04:02,Bonnie Doon Stake,Forest Heights Ward,2,1,40,30,1,200,45,0.2,40.0,3,Forest Heights,45
2023-09-23 11:07:00,Bonnie Doon Stake,Forest Heights Ward,2,0,30,30,1,115,30,0.2608695652173913,30.0,2,Forest Heights,46
2023-09-23 11:29:17,Gateway Stake,Lee Ridge Ward,2,0,8,60,1,162,60,0.0493827160493827,8.0,2,Lee Ridge,47
2023-09-23 11:06:19,Gateway Stake,Lee Ridge Ward,5,3,24,40,1,157,40,0.1528662420382165,24.0,8,Lee Ridge,48
2023-09-23 11:05:27,Gateway Stake,Silver Berry Ward,2,3,21,30,1,1,32,21.0,21.0,5,Silver Berry,49
2023-09-23 11:09:16,Gateway Stake,Silver Berry Ward,2,3,21,32,1,202,32,0.1039603960396039,21.0,5,Silver Berry,50
2023-09-23 11:04:30,Bonnie Doon Stake,Coronation Park Ward,2,0,18,63,1,140,63,0.1285714285714285,18.0,2,Coronation Park,51
2023-09-23 11:14:24,Gateway Stake,Silver Berry Ward,3,0,24,35,1,194,40,0.1237113402061855,24.0,3,Silver Berry,52
2023-09-23 11:20:59,Riverbend Stake,Woodbend Ward,3,1,25,45,1,100,45,0.25,25.0,4,Woodbend,53
2023-09-23 11:08:23,Bonnie Doon Stake,Londonderry Ward,2,0,16,30,1,110,35,0.1454545454545454,16.0,2,Londonderry,54
2023-09-23 11:14:32,Gateway Stake,Ellerslie Ward,2,2,33,50,1,207,50,0.1594202898550724,33.0,4,Ellerslie,55
2023-09-23 11:16:08,Gateway Stake,Silver Berry Ward,1,0,11,20,1,29,13,0.3793103448275862,11.0,1,Silver Berry,56
2023-09-23 11:09:01,Bonnie Doon Stake,Forest Heights Ward,2,2,15,30,1,90,38,0.1666666666666666,15.0,4,Forest Heights,57
2023-09-23 11:11:29,Bonnie Doon Stake,Coronation Park Ward,2,0,5,32,1,302,39,0.0165562913907284,5.0,2,Coronation Park,58
2023-09-23 11:17:17,Edmonton North Stake,Namao Ward,2,0,23,100,1,160,100,0.14375,23.0,2,Namao,59
2023-09-23 11:12:49,Edmonton North Stake,Griesbach Ward,2,2,24,30,1,20,30,1.2,24.0,4,Griesbach,60
2023-09-23 11:13:44,Gateway Stake,Crawford Plains Ward,2,0,26,45,1,150,40,0.1733333333333333,26.0,2,Crawford Plains,61
2023-09-23 11:27:49,Gateway Stake,Ellerslie Ward,2,0,26,35,1,220,35,0.1181818181818181,26.0,2,Ellerslie,62
2023-09-23 11:18:13,Gateway Stake,Lee Ridge Ward,1,4,16,20,2,147,20,0.1088435374149659,8.0,5,Lee Ridge,63
2023-09-23 11:12:39,Bonnie Doon Stake,Londonderry Ward,3,0,15,45,2,200,51,0.075,7.5,3,Londonderry,64
2023-09-23 12:01:48,Gateway Stake,Ellerslie Ward,2,4,25,34,1,198,34,0.1262626262626262,25.0,6,Ellerslie,65
2023-09-23 11:14:30,Bonnie Doon Stake,Forest Heights Ward,3,3,30,60,2,100,73,0.3,15.0,6,Forest Heights,66
2023-09-23 11:35:54,Bonnie Doon Stake,Connors Hill Ward,3,1,40,60,1,160,44,0.25,40.0,4,Connors Hill,67
2023-09-23 11:43:38,Riverbend Stake,Rabbit Hill Ward,4,1,15,15,1,80,15,0.1875,15.0,5,Rabbit Hill,68
2023-09-23 11:20:34,Edmonton North Stake,Griesbach Ward,2,3,35,70,1,370,65,0.0945945945945946,35.0,5,Griesbach,69
2023-09-23 12:02:43,Edmonton North Stake,Griesbach Ward,2,1,21,45,2,150,45,0.14,10.5,3,Griesbach,70
2023-09-23 11:31:20,Bonnie Doon Stake,Londonderry Ward,2,0,45,75,1,300,75,0.15,45.0,2,Londonderry,71
2023-09-23 11:29:13,Bonnie Doon Stake,Londonderry Ward,2,2,43,60,2,300,55,0.1433333333333333,21.5,4,Londonderry,72
2023-09-23 11:17:27,Gateway Stake,Wainwright Branch,2,0,23,30,1,137,30,0.1678832116788321,23.0,2,Wainwright,73
2023-09-23 11:22:37,Gateway Stake,Silver Berry Ward,2,0,20,30,1,198,30,0.101010101010101,20.0,2,Silver Berry,74
2023-09-23 11:28:25,Gateway Stake,Ellerslie Ward,2,0,11,15,1,165,15,0.0666666666666666,11.0,2,Ellerslie,75
2023-09-23 11:22:37,Bonnie Doon Stake,Connors Hill Ward,2,0,25,40,1,235,60,0.1063829787234042,25.0,2,Connors Hill,76
2023-09-23 11:33:06,Gateway Stake,Lee Ridge Ward,46,0,15,45,1,15,45,1.0,15.0,46,Lee Ridge,77
2023-09-23 11:15:10,Gateway Stake,Blackmud Creek Ward,2,0,15,45,1,135,35,0.1111111111111111,15.0,2,Blackmud Creek,78
2023-09-23 13:16:39,Gateway Stake,Blackmud Creek Ward,33,4,19,20,2,109,20,0.1743119266055046,9.5,37,Blackmud Creek,79
2023-09-23 11:58:04,Gateway Stake,Crawford Plains Ward,24,0,14,24,2,146,24,0.0958904109589041,7.0,24,Crawford Plains,80
2023-09-23 11:41:58,Gateway Stake,Crawford Plains Ward,1,0,16,30,1,135,30,0.1185185185185185,16.0,1,Crawford Plains,81
2023-09-23 11:20:02,Gateway Stake,Crawford Plains Ward,1,1,5,17,1,135,17,0.037037037037037,5.0,2,Crawford Plains,82
2023-09-23 11:25:22,Riverbend Stake,Greenfield Ward,3,0,54,75,1,212,80,0.2547169811320754,54.0,3,Greenfield,83
2023-09-23 11:39:36,Riverbend Stake,Terwillegar Park Ward,1,3,50,60,1,38,65,1.3157894736842106,50.0,4,Terwillegar Park,84
2023-09-23 11:47:40,Riverbend Stake,Rutherford Ward,2,0,44,60,2,446,60,0.0986547085201793,22.0,2,Rutherford,85
2023-09-23 11:24:46,Edmonton North Stake,Namao Ward,1,4,42,50,1,392,60,0.1071428571428571,42.0,5,Namao,86
2023-09-23 11:21:27,Edmonton North Stake,Griesbach Ward,2,2,16,60,1,200,50,0.08,16.0,4,Griesbach,87
2023-09-23 11:41:30,Edmonton North Stake,Griesbach Ward,1,3,7,40,1,90,40,0.0777777777777777,7.0,4,Griesbach,88
2023-09-23 11:33:12,Bonnie Doon Stake,Londonderry Ward,2,2,19,45,1,198,35,0.0959595959595959,19.0,4,Londonderry,89
2023-09-23 11:32:25,Gateway Stake,Rio Vista Ward,7,7,46,60,1,219,60,0.2100456621004566,46.0,14,Rio Vista,90
2023-09-23 11:24:25,Gateway Stake,Silver Berry Ward,2,0,31,58,1,27,57,1.148148148148148,31.0,2,Silver Berry,91
2023-09-23 11:24:29,Gateway Stake,Silver Berry Ward,4,0,26,50,1,168,50,0.1547619047619047,26.0,4,Silver Berry,92
2023-09-23 11:25:08,Gateway Stake,Crawford Plains Ward,2,3,21,50,2,317,50,0.0662460567823343,10.5,5,Crawford Plains,93
2023-09-23 11:21:02,Gateway Stake,Crawford Plains Ward,2,0,15,40,1,115,40,0.1304347826086956,15.0,2,Crawford Plains,94
2023-09-23 11:25:49,Gateway Stake,Crawford Plains Ward,2,0,15,40,1,115,40,0.1304347826086956,15.0,2,Crawford Plains,95
2023-09-23 11:27:33,Gateway Stake,Silver Berry Ward,2,0,27,40,1,23,40,1.173913043478261,27.0,2,Silver Berry,96
2023-09-23 11:35:32,Bonnie Doon Stake,Coronation Park Ward,2,2,72,45,3,63,81,1.1428571428571428,24.0,4,Coronation Park,97
2023-09-23 11:25:07,Bonnie Doon Stake,Forest Heights Ward,2,3,18,120,1,100,56,0.18,18.0,5,Forest Heights,98
2023-09-23 11:29:14,Bonnie Doon Stake,Londonderry Ward,2,1,35,60,2,250,57,0.14,17.5,3,Londonderry,99
2023-09-23 11:33:18,Gateway Stake,Crawford Plains Ward,2,0,35,70,1,134,67,0.2611940298507462,35.0,2,Crawford Plains,100
2023-09-23 11:25:29,Gateway Stake,Crawford Plains Ward,1,2,11,30,2,261,33,0.0421455938697318,5.5,3,Crawford Plains,101
2023-09-23 12:16:04,Gateway Stake,Ellerslie Ward,3,1,18,23,1,180,23,0.1,18.0,4,Ellerslie,102
2023-09-23 11:26:50,Edmonton North Stake,Stony Plain Ward,1,2,31,45,2,453,69,0.0684326710816777,15.5,3,Stony Plain,103
2023-09-23 11:32:48,Gateway Stake,Crawford Plains Ward,1,1,15,55,2,236,55,0.0635593220338983,7.5,2,Crawford Plains,104
2023-09-23 11:44:50,Gateway Stake,Crawford Plains Ward,3,2,30,40,2,256,40,0.1171875,15.0,5,Crawford Plains,105
2023-09-23 11:42:17,Gateway Stake,Ellerslie Ward,1,2,28,35,1,203,35,0.1379310344827586,28.0,3,Ellerslie,106
2023-09-23 11:27:42,Gateway Stake,Crawford Plains Ward,2,0,12,25,1,110,25,0.109090909090909,12.0,2,Crawford Plains,107
2023-09-23 11:32:09,Bonnie Doon Stake,Southgate Ward,2,0,20,45,1,95,89,0.2105263157894736,20.0,2,Southgate,108
2023-09-23 21:44:40,Bonnie Doon Stake,Southgate Ward,4,5,34,55,1,157,55,0.2165605095541401,34.0,9,Southgate,109
2023-09-23 11:30:53,Riverbend Stake,Terwillegar Park Ward,3,0,60,90,1,250,90,0.24,60.0,3,Terwillegar Park,110
2023-09-23 12:59:40,Riverbend Stake,Rutherford Ward,2,0,35,90,2,240,75,0.1458333333333333,17.5,2,Rutherford,111
2023-09-23 11:55:52,Riverbend Stake,Rutherford Ward,2,2,65,90,2,650,70,0.1,32.5,4,Rutherford,112
2023-09-23 11:32:52,Riverbend Stake,Rutherford Ward,2,0,20,45,1,13,45,1.5384615384615383,20.0,2,Rutherford,113
2023-09-23 12:07:12,Riverbend Stake,Rutherford Ward,3,0,14,30,1,159,40,0.0880503144654088,14.0,3,Rutherford,114
2023-09-23 11:30:31,Riverbend Stake,Woodbend Ward,1,3,10,30,1,10,30,1.0,10.0,4,Woodbend,115
2023-09-23 12:07:40,Edmonton North Stake,Namao Ward,1,4,22,60,1,236,90,0.0932203389830508,22.0,5,Namao,116
2023-09-23 12:03:51,Edmonton North Stake,Griesbach Ward,2,1,17,60,1,50,75,0.34,17.0,3,Griesbach,117
2023-09-23 11:38:50,Edmonton North Stake,Griesbach Ward,3,0,17,45,1,13,60,1.3076923076923077,17.0,3,Griesbach,118
2023-09-23 11:41:30,Edmonton North Stake,Griesbach Ward,1,3,15,60,1,14,60,1.0714285714285714,15.0,4,Griesbach,119
2023-09-23 11:34:13,Edmonton North Stake,Griesbach Ward,2,4,23,50,1,203,50,0.1133004926108374,23.0,6,Griesbach,120
2023-09-23 11:45:08,Edmonton North Stake,Griesbach Ward,2,2,15,60,1,106,50,0.1415094339622641,15.0,4,Griesbach,121
2023-09-23 11:35:32,Edmonton North Stake,Griesbach Ward,1,2,22,60,1,150,45,0.1466666666666666,22.0,3,Griesbach,122
2023-09-23 11:58:44,Edmonton North Stake,Griesbach Ward,2,0,23,30,1,20,30,1.15,23.0,2,Griesbach,123
2023-09-23 11:59:08,Edmonton North Stake,Griesbach Ward,2,2,19,30,1,100,30,0.19,19.0,4,Griesbach,124
2023-09-23 12:07:03,Edmonton North Stake,Griesbach Ward,1,0,5,30,1,40,30,0.125,5.0,1,Griesbach,125
2023-09-23 12:10:09,Edmonton North Stake,Griesbach Ward,3,0,16,30,1,75,30,0.2133333333333333,16.0,3,Griesbach,126
2023-09-23 13:23:02,Edmonton North Stake,Griesbach Ward,1,0,17,15,1,140,15,0.1214285714285714,17.0,1,Griesbach,127
2023-09-23 11:31:53,Bonnie Doon Stake,Londonderry Ward,2,3,35,60,1,180,60,0.1944444444444444,35.0,5,Londonderry,128
2023-09-23 11:58:31,Gateway Stake,Crawford Plains Ward,2,3,50,90,3,460,90,0.108695652173913,16.666666666666668,5,Crawford Plains,129
2023-09-23 12:00:59,Gateway Stake,Silver Berry Ward,2,0,38,90,1,243,90,0.1563786008230452,38.0,2,Silver Berry,130
2023-09-23 11:36:12,Gateway Stake,Crawford Plains Ward,2,3,20,60,2,194,60,0.1030927835051546,10.0,5,Crawford Plains,131
2023-09-23 11:52:21,Gateway Stake,Ellerslie Ward,2,2,35,60,1,214,60,0.1635514018691588,35.0,4,Ellerslie,132
2023-09-23 12:13:19,Gateway Stake,Crawford Plains Ward,2,3,24,60,1,128,60,0.1875,24.0,5,Crawford Plains,133
2023-09-23 11:30:44,Gateway Stake,Ellerslie Ward,2,3,20,50,1,219,50,0.091324200913242,20.0,5,Ellerslie,134
2023-09-23 11:31:51,Gateway Stake,Silver Berry Ward,2,0,24,40,1,167,50,0.1437125748502994,24.0,2,Silver Berry,135
2023-09-23 11:38:32,Gateway Stake,Silver Berry Ward,2,0,17,40,1,170,40,0.1,17.0,2,Silver Berry,136
2023-09-23 12:11:42,Bonnie Doon Stake,Coronation Park Ward,2,0,44,60,2,266,60,0.1654135338345864,22.0,2,Coronation Park,137
2023-09-23 11:37:24,Bonnie Doon Stake,Forest Heights Ward,1,0,33,45,2,130,45,0.2538461538461538,16.5,1,Forest Heights,138
2023-09-23 11:41:02,Bonnie Doon Stake,Connors Hill Ward,2,0,10,30,1,136,30,0.0735294117647058,10.0,2,Connors Hill,139
2023-09-23 11:28:28,Gateway Stake,Wild Rose Ward,1,7,6,60,2,315,60,0.019047619047619,3.0,8,Wild Rose,140
2023-09-23 12:38:26,Bonnie Doon Stake,Southgate Ward,2,0,22,30,1,145,45,0.1517241379310344,22.0,2,Southgate,141
2023-09-23 11:27:48,Gateway Stake,Lee Ridge Ward,2,3,37,30,2,144,30,0.2569444444444444,18.5,5,Lee Ridge,142
2023-09-23 11:50:53,Gateway Stake,Crawford Plains Ward,2,1,23,32,2,195,32,0.1179487179487179,11.5,3,Crawford Plains,143
2023-09-23 12:31:08,Gateway Stake,Lee Ridge Ward,2,1,21,33,1,139,32,0.1510791366906475,21.0,3,Lee Ridge,144
2023-09-23 11:34:14,Bonnie Doon Stake,Clareview Ward,2,0,12,50,1,180,63,0.0666666666666666,12.0,2,Clareview,145
2023-09-23 11:38:55,Gateway Stake,Crawford Plains Ward,2,0,24,15,4,195,54,0.123076923076923,6.0,2,Crawford Plains,146
2023-09-23 11:35:17,Riverbend Stake,Greenfield Ward,2,0,40,60,1,20,65,2.0,40.0,2,Greenfield,147
2023-09-23 11:39:12,Edmonton North Stake,Namao Ward,2,0,12,100,1,175,95,0.0685714285714285,12.0,2,Namao,148
2023-09-23 12:20:27,Gateway Stake,Ellerslie Ward,2,3,65,65,3,65,65,1.0,21.666666666666668,5,Ellerslie,149
2023-09-23 11:45:27,Gateway Stake,Lee Ridge Ward,1,2,32,35,1,173,35,0.1849710982658959,32.0,3,Lee Ridge,150
2023-09-23 22:22:03,Gateway Stake,Lee Ridge Ward,2,0,28,70,1,142,60,0.1971830985915492,28.0,2,Lee Ridge,151
2023-09-23 12:01:07,Gateway Stake,Crawford Plains Ward,2,0,6,19,2,136,18,0.0441176470588235,3.0,2,Crawford Plains,152
2023-09-23 11:39:29,Riverbend Stake,Rabbit Hill Ward,2,2,10,10,1,70,28,0.1428571428571428,10.0,4,Rabbit Hill,153
2023-09-23 11:57:41,Gateway Stake,Ellerslie Ward,2,2,34,28,1,203,28,0.167487684729064,34.0,4,Ellerslie,154
2023-09-23 12:00:28,Gateway Stake,Ellerslie Ward,2,4,14,30,1,190,31,0.0736842105263157,14.0,6,Ellerslie,155
2023-09-23 11:50:20,Riverbend Stake,Terwillegar Park Ward,1,1,24,90,1,170,90,0.1411764705882353,24.0,2,Terwillegar Park,156
2023-09-23 11:41:11,Riverbend Stake,Greenfield Ward,4,0,23,45,1,192,60,0.1197916666666666,23.0,4,Greenfield,157
2023-09-23 11:59:44,Riverbend Stake,Greenfield Ward,2,3,27,60,1,21,60,1.2857142857142858,27.0,5,Greenfield,158
2023-09-23 11:38:37,Riverbend Stake,Rutherford Ward,2,1,12,15,1,12,40,1.0,12.0,3,Rutherford,159
2023-09-23 19:57:32,Riverbend Stake,Terwillegar Park Ward,2,4,29,40,3,174,40,0.1666666666666666,9.666666666666666,6,Terwillegar Park,160
2023-09-23 11:45:51,Edmonton North Stake,Griesbach Ward,2,0,18,55,1,90,55,0.2,18.0,2,Griesbach,161
2023-09-23 11:49:00,Bonnie Doon Stake,Clareview Ward,2,2,40,70,2,200,70,0.2,20.0,4,Clareview,162
2023-09-23 11:56:49,Bonnie Doon Stake,Clareview Ward,2,0,6,35,1,110,65,0.0545454545454545,6.0,2,Clareview,163
2023-09-23 11:42:21,Bonnie Doon Stake,Londonderry Ward,1,2,12,20,1,110,25,0.109090909090909,12.0,3,Londonderry,164
2023-09-23 11:44:51,Gateway Stake,Silver Berry Ward,3,1,40,100,2,419,100,0.0954653937947494,20.0,4,Silver Berry,165
2023-09-23 11:45:19,Gateway Stake,Silver Berry Ward,2,1,11,60,2,11,60,1.0,5.5,3,Silver Berry,166
2023-09-23 11:49:31,Gateway Stake,Silver Berry Ward,2,0,30,55,1,174,55,0.1724137931034483,30.0,2,Silver Berry,167
2023-09-23 11:51:01,Gateway Stake,Ellerslie Ward,1,2,20,50,2,260,50,0.0769230769230769,10.0,3,Ellerslie,168
